# Wordlist

# META
@modified:2015-01-20 10:39
@tree:(((Luobenzhuo,(Enqi,(Ega,Jinman))),(Gongxing,Tuoluo)),(Mazhelong,((Xiangyun,((Qiliqiao,(Eryuan,Yunlong)),(Lanping,(Heqi,Jianchuan)))),(Zhoucheng,(Dashi,Jinxing)))));

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
1824	liver	Allen2007	kã55	?	肝	Xiangyun	kã₅₅	liver	150	CVT	k ã ₅₅	1 7 8	AXT	KA5	15	15.K.C 15.A.V 15.5.T	1.6 3.0 1.0	0
1825	liver	Allen2007	qɔ̃55	?	肝	Luobenzhuo	qɔ̃₅₅	liver	150	CVT	q ɔ̃ ₅₅	1 7 8	AXT	KU5	11	11.K.C 11.U.V 11.5.T	1.6 3.0 1.0	0
#
1826	lock (the door)	Wang2006a	sɔ33	verb	?	Tuoluo	sɔ₃₃	lock	1656	CVT	s ɔ ₃₃	3 7 8	AXT	SU4	14	14.S.C 14.U.V 14.4.T	1.6 3.0 1.0	0
1827	lock (the door)	Wang2006a	su22	verb	?	Gongxing	su₂₂	lock	1656	CVT	s u ₂₂	3 7 8	AXT	SY1	5	5.S.C 5.Y.V 5.1.T	1.6 3.0 1.0	0
1828	lock (the door)	Wang2006a	so22	verb	?	Enqi	so₂₂	lock	1656	CVT	s o ₂₂	3 7 8	AXT	SU1	3	3.S.C 3.U.V 3.1.T	1.6 3.0 1.0	0
1829	lock (the door)	Wang2006a	so22	verb	?	Ega	so₂₂	lock	1656	CVT	s o ₂₂	3 7 8	AXT	SU1	2	2.S.C 2.U.V 2.1.T	1.6 3.0 1.0	0
1830	lock (the door)	Wang2006a	so22	verb	?	Jinman	so₂₂	lock	1656	CVT	s o ₂₂	3 7 8	AXT	SU1	8	8.S.C 8.U.V 8.1.T	1.6 3.0 1.0	0
1831	lock (the door)	Wang2006a	tsou42	verb	?	Jinxing	t͡sou₄₂	lock	1656	CVT	t͡s o u ₄₂	2 7 7 8	AXYT	CUY3	9	9.C.C 9.U.V 9.Y.V 9.3.T	1.6 3.0 3.0 1.0	0
1832	lock (the door)	Wang2006a	su33	verb	?	Dashi	su₃₃	lock	1656	CVT	s u ₃₃	3 7 8	AXT	SY4	1	1.S.C 1.Y.V 1.4.T	1.6 3.0 1.0	0
1833	lock (the door)	Wang2006a	so33	verb	?	Zhoucheng	so₃₃	lock	1656	CVT	s o ₃₃	3 7 8	AXT	SU4	17	17.S.C 17.U.V 17.4.T	1.6 3.0 1.0	0
1834	lock (the door)	Wang2006a	tsʰo55	verb	?	Mazhelong	t͡sʰo₅₅	lock	1656	CVT	t͡sʰ o ₅₅	1 7 8	AXT	TU5	12	12.T.C 12.U.V 12.5.T	1.6 3.0 1.0	0
1835	lock	Allen2007	tsou42	verb	锁	Jianchuan	t͡sou₄₂	lock	229	CVT	t͡s o u ₄₂	2 7 7 8	AXYT	CUY3	7	7.C.C 7.U.V 7.Y.V 7.3.T	1.6 3.0 3.0 1.0	0
1836	lock	Allen2007	sɔ33kɤ21	verb	锁	Eryuan	sɔ₃₃kɤ₂₁	lock	229	CVTCVT	s ɔ ₃₃ k ɤ ₂₁	3 7 8 1 7 8	AXTBYT	SU4KE3	4	4.S.C 4.U.V 4.4.T 4.K.C 4.E.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1837	lock	Allen2007	suɔ33	verb	锁	Heqi	suɔ₃₃	lock	229	CVT	s u ɔ ₃₃	3 7 7 8	AXYT	SYU4	6	6.S.C 6.Y.V 6.U.V 6.4.T	1.6 3.0 3.0 1.0	0
1838	lock	Allen2007	su44pao31	verb	锁	Lanping	su₄₄pao₃₁	lock	229	CVTCVT	s u ₄₄ p a o ₃₁	3 7 8 1 7 7 8	AXTBYYT	SY5PAU3	10	10.S.C 10.Y.V 10.5.T 10.P.C 10.A.V 10.U.V 10.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
1839	lock	Allen2007	ʃuɔ21	verb	锁	Qiliqiao	ʃuɔ₂₁	lock	229	CVT	ʃ u ɔ ₂₁	3 7 7 8	AXYT	SYU3	13	13.S.C 13.Y.V 13.U.V 13.3.T	1.6 3.0 3.0 1.0	0
1840	lock	Allen2007	suɔ33	verb	锁	Yunlong	suɔ₃₃	lock	229	CVT	s u ɔ ₃₃	3 7 7 8	AXYT	SYU4	16	16.S.C 16.Y.V 16.U.V 16.4.T	1.6 3.0 3.0 1.0	0
1841	lock	Allen2007	tsou42	verb	锁	Xiangyun	t͡sou₄₂	lock	229	CVT	t͡s o u ₄₂	2 7 7 8	AXYT	CUY3	15	15.C.C 15.U.V 15.Y.V 15.3.T	1.6 3.0 3.0 1.0	0
1842	lock	Allen2007	sɔ33tʰu33	verb	锁	Luobenzhuo	sɔ₃₃tʰu₃₃	lock	229	CVTCVT	s ɔ ₃₃ tʰ u ₃₃	3 7 8 1 7 8	AXTBYT	SU4TY4	11	11.S.C 11.U.V 11.4.T 11.T.C 11.Y.V 11.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
1843	long	Wang2006a	dv35	?	?	Tuoluo	dɤ₃₅	long	972	CVT	d ɤ ₃₅	1 7 8	AXT	TE2	14	14.T.C 14.E.V 14.2.T	1.6 3.0 1.0	0
1844	long	Wang2006a	dʑou12	?	?	Gongxing	d͡ʑou₁₂	long	972	CVT	d͡ʑ o u ₁₂	2 7 7 8	AXYT	CUY2	5	5.C.C 5.U.V 5.Y.V 5.2.T	1.6 3.0 3.0 1.0	0
1845	long	Wang2006a	tjo21	?	?	Enqi	tjo₂₁	long	972	CCVT	t j o ₂₁	1 6 7 8	ACXT	TJU3	3	3.T.C 3.J.C 3.U.V 3.3.T	1.6 1.2 3.0 1.0	0
1846	long	Wang2006a	tɕu21	?	?	Ega	t͡ɕu₂₁	long	972	CVT	t͡ɕ u ₂₁	2 7 8	AXT	CY3	2	2.C.C 2.Y.V 2.3.T	1.6 3.0 1.0	0
1847	long	Wang2006a	ʈõ21	?	?	Jinman	ʈõ₂₁	long	972	CVT	ʈ õ ₂₁	1 7 8	AXT	TU3	8	8.T.C 8.U.V 8.3.T	1.6 3.0 1.0	0
1848	long	Wang2006a	tsõ21	?	?	Jinxing	t͡sõ₂₁	long	972	CVT	t͡s õ ₂₁	2 7 8	AXT	CU3	9	9.C.C 9.U.V 9.3.T	1.6 3.0 1.0	0
1849	long	Wang2006a	tʂõ21	?	?	Dashi	t͡ʂõ₂₁	long	972	CVT	t͡ʂ õ ₂₁	2 7 8	AXT	CU3	1	1.C.C 1.U.V 1.3.T	1.6 3.0 1.0	0
1850	long	Wang2006a	tsou21	?	?	Zhoucheng	t͡sou₂₁	long	972	CVT	t͡s o u ₂₁	2 7 7 8	AXYT	CUY3	17	17.C.C 17.U.V 17.Y.V 17.3.T	1.6 3.0 3.0 1.0	0
1851	long	Wang2006a	tsoŋ21	?	?	Mazhelong	t͡soŋ₂₁	long	972	CVcT	t͡s o ŋ ₂₁	2 7 4 8	AXLT	CUN3	12	12.C.C 12.U.V 12.N.c 12.3.T	1.6 3.0 1.1 1.0	0
1852	long	Allen2007	tsou21	?	长	Jianchuan	t͡sou₂₁	long	390	CVT	t͡s o u ₂₁	2 7 7 8	AXYT	CUY3	7	7.C.C 7.U.V 7.Y.V 7.3.T	1.6 3.0 3.0 1.0	0
1853	long	Allen2007	tʂɔ21	?	长	Eryuan	t͡ʂɔ₂₁	long	390	CVT	t͡ʂ ɔ ₂₁	2 7 8	AXT	CU3	4	4.C.C 4.U.V 4.3.T	1.6 3.0 1.0	0
1854	long	Allen2007	tsɔu21	?	长	Heqi	t͡sɔu₂₁	long	390	CVT	t͡s ɔ u ₂₁	2 7 7 8	AXYT	CUY3	6	6.C.C 6.U.V 6.Y.V 6.3.T	1.6 3.0 3.0 1.0	0
1855	long	Allen2007	tsɔ̃21	?	长	Lanping	t͡sɔ̃₂₁	long	390	CVT	t͡s ɔ̃ ₂₁	2 7 8	AXT	CU3	10	10.C.C 10.U.V 10.3.T	1.6 3.0 1.0	0
1856	long	Allen2007	tso21	?	长	Qiliqiao	t͡so₂₁	long	390	CVT	t͡s o ₂₁	2 7 8	AXT	CU3	13	13.C.C 13.U.V 13.3.T	1.6 3.0 1.0	0
1857	long	Allen2007	tsɔ21	?	长	Yunlong	t͡sɔ₂₁	long	390	CVT	t͡s ɔ ₂₁	2 7 8	AXT	CU3	16	16.C.C 16.U.V 16.3.T	1.6 3.0 1.0	0
1858	long	Allen2007	tsã21	?	长	Xiangyun	t͡sã₂₁	long	390	CVT	t͡s ã ₂₁	2 7 8	AXT	CA3	15	15.C.C 15.A.V 15.3.T	1.6 3.0 1.0	0
1859	long	Allen2007	ʈõ31	?	长	Luobenzhuo	ʈõ₃₁	long	390	CVT	ʈ õ ₃₁	1 7 8	AXT	TU3	11	11.T.C 11.U.V 11.3.T	1.6 3.0 1.0	0
#
1860	louse	Wang2006a	ɕi42	?	?	Tuoluo	ɕi₄₂	louse	356	CVT	ɕ i ₄₂	3 7 8	AXT	SI3	14	14.S.C 14.I.V 14.3.T	1.6 3.0 1.0	1
1861	louse	Wang2006a	ɕi24	?	?	Gongxing	ɕi₂₄	louse	356	CVT	ɕ i ₂₄	3 7 8	AXT	SI2	5	5.S.C 5.I.V 5.2.T	1.6 3.0 1.0	1
1862	louse	Wang2006a	ɕi55	?	?	Enqi	ɕi₅₅	louse	356	CVT	ɕ i ₅₅	3 7 8	AXT	SI5	3	3.S.C 3.I.V 3.5.T	1.6 3.0 1.0	0
1863	louse	Wang2006a	ɕi44	?	?	Ega	ɕi₄₄	louse	356	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	2	2.S.C 2.I.V 2.5.T	1.6 3.0 1.0	0
1864	louse	Wang2006a	ɕi55	?	?	Jinman	ɕi₅₅	louse	356	CVT	ɕ i ₅₅	3 7 8	AXT	SI5	8	8.S.C 8.I.V 8.5.T	1.6 3.0 1.0	0
1865	louse	Wang2006a	ɕi44	?	?	Jinxing	ɕi₄₄	louse	356	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	9	9.S.C 9.I.V 9.5.T	1.6 3.0 1.0	1
1866	louse	Wang2006a	ɕi33	?	?	Dashi	ɕi₃₃	louse	356	CVT	ɕ i ₃₃	3 7 8	AXT	SI4	1	1.S.C 1.I.V 1.4.T	1.6 3.0 1.0	1
1867	louse	Wang2006a	ɕie44	?	?	Zhoucheng	ɕie₄₄	louse	356	CVT	ɕ i e ₄₄	3 7 7 8	AXYT	SIE5	17	17.S.C 17.I.V 17.E.V 17.5.T	1.6 3.0 3.0 1.0	0
1868	louse	Wang2006a	ɕi44	?	?	Mazhelong	ɕi₄₄	louse	356	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	12	12.S.C 12.I.V 12.5.T	1.6 3.0 1.0	1
1869	louse	Allen2007	ɕi44	?	虱子	Jianchuan	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	7	7.S.C 7.I.V 7.5.T	1.6 3.0 1.0	1
1870	louse	Allen2007	ɕi44	?	虱子	Eryuan	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	4	4.S.C 4.I.V 4.5.T	1.6 3.0 1.0	1
1871	louse	Allen2007	ɕi44	?	虱子	Heqi	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	6	6.S.C 6.I.V 6.5.T	1.6 3.0 1.0	1
1872	louse	Allen2007	ɕi44	?	虱子	Lanping	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	10	10.S.C 10.I.V 10.5.T	1.6 3.0 1.0	1
1873	louse	Allen2007	ɕi44	?	虱子	Qiliqiao	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	13	13.S.C 13.I.V 13.5.T	1.6 3.0 1.0	1
1874	louse	Allen2007	ɕi44	?	虱子	Yunlong	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	16	16.S.C 16.I.V 16.5.T	1.6 3.0 1.0	1
1875	louse	Allen2007	ɕi44	?	虱子	Xiangyun	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	15	15.S.C 15.I.V 15.5.T	1.6 3.0 1.0	1
1876	louse	Allen2007	ɕi44	?	虱子	Luobenzhuo	ɕi₄₄	louse	78	CVT	ɕ i ₄₄	3 7 8	AXT	SI5	11	11.S.C 11.I.V 11.5.T	1.6 3.0 1.0	0
#
1877	love; like	Wang2006a	gɔ35	?	?	Tuoluo	gɔ₃₅	love;like	1126	CVT	g ɔ ₃₅	1 7 8	AXT	KU2	14	14.K.C 14.U.V 14.2.T	1.6 3.0 1.0	0
1878	love; like	Wang2006a	gao112	?	?	Gongxing	gao₁₁₂	love;like	1126	CVT	g a o ₁₁₂	1 7 7 8	AXYT	KAU6	5	5.K.C 5.A.V 5.U.V 5.6.T	1.6 3.0 3.0 1.0	0
1879	love; like	Wang2006a	ko21	?	?	Enqi	ko₂₁	love;like	1126	CVT	k o ₂₁	1 7 8	AXT	KU3	3	3.K.C 3.U.V 3.3.T	1.6 3.0 1.0	0
1880	love; like	Wang2006a	ko21	?	?	Ega	ko₂₁	love;like	1126	CVT	k o ₂₁	1 7 8	AXT	KU3	2	2.K.C 2.U.V 2.3.T	1.6 3.0 1.0	1
1881	love; like	Wang2006a	ko21	?	?	Jinman	ko₂₁	love;like	1126	CVT	k o ₂₁	1 7 8	AXT	KU3	8	8.K.C 8.U.V 8.3.T	1.6 3.0 1.0	0
1882	love; like	Wang2006a	kou21	?	?	Jinxing	kou₂₁	love;like	1126	CVT	k o u ₂₁	1 7 7 8	AXYT	KUY3	9	9.K.C 9.U.V 9.Y.V 9.3.T	1.6 3.0 3.0 1.0	1
1883	love; like	Wang2006a	ku21	?	?	Dashi	ku₂₁	love;like	1126	CVT	k u ₂₁	1 7 8	AXT	KY3	1	1.K.C 1.Y.V 1.3.T	1.6 3.0 1.0	1
1884	love; like	Wang2006a	ko21	?	?	Zhoucheng	ko₂₁	love;like	1126	CVT	k o ₂₁	1 7 8	AXT	KU3	17	17.K.C 17.U.V 17.3.T	1.6 3.0 1.0	0
1885	love; like	Wang2006a	ko21	?	?	Mazhelong	ko₂₁	love;like	1126	CVT	k o ₂₁	1 7 8	AXT	KU3	12	12.K.C 12.U.V 12.3.T	1.6 3.0 1.0	0
1886	love	Allen2007	kou21	?	爱	Jianchuan	kou₂₁	love;like	350	CVT	k o u ₂₁	1 7 7 8	AXYT	KUY3	7	7.K.C 7.U.V 7.Y.V 7.3.T	1.6 3.0 3.0 1.0	0
1887	love	Allen2007	kɔ21	?	爱	Eryuan	kɔ₂₁	love;like	350	CVT	k ɔ ₂₁	1 7 8	AXT	KU3	4	4.K.C 4.U.V 4.3.T	1.6 3.0 1.0	1
1888	love	Allen2007	kuɔ21	?	爱	Heqi	kuɔ₂₁	love;like	350	CVT	k u ɔ ₂₁	1 7 7 8	AXYT	KYU3	6	6.K.C 6.Y.V 6.U.V 6.3.T	1.6 3.0 3.0 1.0	1
1889	love	Allen2007	ko21	?	爱	Lanping	ko₂₁	love;like	350	CVT	k o ₂₁	1 7 8	AXT	KU3	10	10.K.C 10.U.V 10.3.T	1.6 3.0 1.0	0
1890	love	Allen2007	kuɔ21	?	爱	Qiliqiao	kuɔ₂₁	love;like	350	CVT	k u ɔ ₂₁	1 7 7 8	AXYT	KYU3	13	13.K.C 13.Y.V 13.U.V 13.3.T	1.6 3.0 3.0 1.0	0
1891	love	Allen2007	kɔ21	?	爱	Yunlong	kɔ₂₁	love;like	350	CVT	k ɔ ₂₁	1 7 8	AXT	KU3	16	16.K.C 16.U.V 16.3.T	1.6 3.0 1.0	0
1892	love	Allen2007	ɛ44	?	爱	Xiangyun	ɛ₄₄	love;like	350	VT	ɛ ₄₄	7 8	XT	E5	15	15.E.V 15.5.T	3.0 1.0	0
1893	love	Allen2007	kao31	?	爱	Luobenzhuo	kao₃₁	love;like	350	CVT	k a o ₃₁	1 7 7 8	AXYT	KAU3	11	11.K.C 11.A.V 11.U.V 11.3.T	1.6 3.0 3.0 1.0	0
#
1894	low; short	Wang2006a	ʑyi33	?	?	Tuoluo	ʑyi₃₃	low;short	969	CVT	ʑ y i ₃₃	3 7 7 8	AXYT	SYI4	14	14.S.C 14.Y.V 14.I.V 14.4.T	1.6 3.0 3.0 1.0	0
1895	low; short	Wang2006a	dʑy22	?	?	Gongxing	d͡ʑy₂₂	low;short	969	CVT	d͡ʑ y ₂₂	2 7 8	AXT	CY1	5	5.C.C 5.Y.V 5.1.T	1.6 3.0 1.0	0
1896	low; short	Wang2006a	dzyE22	?	?	Enqi	d͡zyɛ₂₂	low;short	969	CVT	d͡z y ɛ ₂₂	2 7 7 8	AXYT	CYE1	3	3.C.C 3.Y.V 3.E.V 3.1.T	1.6 3.0 3.0 1.0	0
1897	low; short	Wang2006a	dʑyi22	?	?	Ega	d͡ʑyi₂₂	low;short	969	CVT	d͡ʑ y i ₂₂	2 7 7 8	AXYT	CYI1	2	2.C.C 2.Y.V 2.I.V 2.1.T	1.6 3.0 3.0 1.0	0
1898	low; short	Wang2006a	dʑyẽ22	?	?	Jinman	d͡ʑyẽ₂₂	low;short	969	CVT	d͡ʑ y ẽ ₂₂	2 7 7 8	AXYT	CYE1	8	8.C.C 8.Y.V 8.E.V 8.1.T	1.6 3.0 3.0 1.0	0
1899	low; short	Wang2006a	pi33	?	?	Jinxing	pi₃₃	low;short	969	CVT	p i ₃₃	1 7 8	AXT	PI4	9	9.P.C 9.I.V 9.4.T	1.6 3.0 1.0	0
1900	low; short	Wang2006a	pi33	?	?	Dashi	pi₃₃	low;short	969	CVT	p i ₃₃	1 7 8	AXT	PI4	1	1.P.C 1.I.V 1.4.T	1.6 3.0 1.0	0
1901	low; short	Wang2006a	pi33	?	?	Zhoucheng	pi₃₃	low;short	969	CVT	p i ₃₃	1 7 8	AXT	PI4	17	17.P.C 17.I.V 17.4.T	1.6 3.0 1.0	0
1902	low; short	Wang2006a	pi33	?	?	Mazhelong	pi₃₃	low;short	969	CVT	p i ₃₃	1 7 8	AXT	PI4	12	12.P.C 12.I.V 12.4.T	1.6 3.0 1.0	0
1903	low	Allen2007	pi33	?	底	Jianchuan	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	7	7.P.C 7.I.V 7.4.T	1.6 3.0 1.0	0
1904	low	Allen2007	pi33	?	底	Eryuan	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	4	4.P.C 4.I.V 4.4.T	1.6 3.0 1.0	0
1905	low	Allen2007	pi33	?	底	Heqi	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	6	6.P.C 6.I.V 6.4.T	1.6 3.0 1.0	0
1906	low	Allen2007	pĩ44	?	底	Lanping	pĩ₄₄	low;short	389	CVT	p ĩ ₄₄	1 7 8	AXT	PI5	10	10.P.C 10.I.V 10.5.T	1.6 3.0 1.0	0
1907	low	Allen2007	pi33	?	底	Qiliqiao	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	13	13.P.C 13.I.V 13.4.T	1.6 3.0 1.0	0
1908	low	Allen2007	pi33	?	底	Yunlong	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	16	16.P.C 16.I.V 16.4.T	1.6 3.0 1.0	0
1909	low	Allen2007	pi33	?	底	Xiangyun	pi₃₃	low;short	389	CVT	p i ₃₃	1 7 8	AXT	PI4	15	15.P.C 15.I.V 15.4.T	1.6 3.0 1.0	0
1910	low	Allen2007	ʥy33	?	底	Luobenzhuo	ʥy₃₃	low;short	389	CVT	ʥ y ₃₃	2 7 8	AXT	CY4	11	11.C.C 11.Y.V 11.4.T	1.6 3.0 1.0	0
#
1911	lung	Wang2006a	tɕʰuo42	?	?	Tuoluo	t͡ɕʰuo₄₂	lung	143	CVT	t͡ɕʰ u o ₄₂	1 7 7 8	AXYT	TYU3	14	14.T.C 14.Y.V 14.U.V 14.3.T	1.6 3.0 3.0 1.0	0
1912	lung	Wang2006a	tʂua24	?	?	Gongxing	t͡ʂua₂₄	lung	143	CVT	t͡ʂ u a ₂₄	2 7 7 8	AXYT	CYA2	5	5.C.C 5.Y.V 5.A.V 5.2.T	1.6 3.0 3.0 1.0	0
1913	lung	Wang2006a	pʰia55	?	?	Enqi	pʰia₅₅	lung	143	CVT	pʰ i a ₅₅	1 7 7 8	AXYT	PIA5	3	3.P.C 3.I.V 3.A.V 3.5.T	1.6 3.0 3.0 1.0	0
1914	lung	Wang2006a	tɕʰya44	?	?	Ega	t͡ɕʰya₄₄	lung	143	CVT	t͡ɕʰ y a ₄₄	1 7 7 8	AXYT	TYA5	2	2.T.C 2.Y.V 2.A.V 2.5.T	1.6 3.0 3.0 1.0	0
1915	lung	Wang2006a	tɕʰya55	?	?	Jinman	t͡ɕʰya₅₅	lung	143	CVT	t͡ɕʰ y a ₅₅	1 7 7 8	AXYT	TYA5	8	8.T.C 8.Y.V 8.A.V 8.5.T	1.6 3.0 3.0 1.0	0
1916	lung	Wang2006a	pʰio44	?	?	Jinxing	pʰio₄₄	lung	143	CVT	pʰ i o ₄₄	1 7 7 8	AXYT	PIU5	9	9.P.C 9.I.V 9.U.V 9.5.T	1.6 3.0 3.0 1.0	0
1917	lung	Wang2006a	[fi44]	?	?	Dashi	fi₄₄	lung	143	CVT	f i ₄₄	3 7 8	AXT	BI5	1	1.B.C 1.I.V 1.5.T	1.6 3.0 1.0	0
1918	lung	Wang2006a	pʰia44	?	?	Zhoucheng	pʰia₄₄	lung	143	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	17	17.P.C 17.I.V 17.A.V 17.5.T	1.6 3.0 3.0 1.0	0
1919	lung	Wang2006a	pʰio44	?	?	Mazhelong	pʰio₄₄	lung	143	CVT	pʰ i o ₄₄	1 7 7 8	AXYT	PIU5	12	12.P.C 12.I.V 12.U.V 12.5.T	1.6 3.0 3.0 1.0	0
1920	lung	Allen2007	pʰia44	?	肺	Jianchuan	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	7	7.P.C 7.I.V 7.A.V 7.5.T	1.6 3.0 3.0 1.0	0
1921	lung	Allen2007	pʰia44	?	肺	Eryuan	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	4	4.P.C 4.I.V 4.A.V 4.5.T	1.6 3.0 3.0 1.0	0
1922	lung	Allen2007	pʰia44	?	肺	Heqi	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	6	6.P.C 6.I.V 6.A.V 6.5.T	1.6 3.0 3.0 1.0	0
1923	lung	Allen2007	pʰia42	?	肺	Lanping	pʰia₄₂	lung	151	CVT	pʰ i a ₄₂	1 7 7 8	AXYT	PIA3	10	10.P.C 10.I.V 10.A.V 10.3.T	1.6 3.0 3.0 1.0	0
1924	lung	Allen2007	pʰia44	?	肺	Qiliqiao	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	13	13.P.C 13.I.V 13.A.V 13.5.T	1.6 3.0 3.0 1.0	0
1925	lung	Allen2007	pʰia44	?	肺	Yunlong	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	16	16.P.C 16.I.V 16.A.V 16.5.T	1.6 3.0 3.0 1.0	0
1926	lung	Allen2007	pʰia44	?	肺	Xiangyun	pʰia₄₄	lung	151	CVT	pʰ i a ₄₄	1 7 7 8	AXYT	PIA5	15	15.P.C 15.I.V 15.A.V 15.5.T	1.6 3.0 3.0 1.0	0
1927	lung	Allen2007	ʧʰũã55	?	肺	Luobenzhuo	ʧʰũã₅₅	lung	151	CVT	ʧʰ ũ ã ₅₅	2 7 7 8	AXYT	CYA5	11	11.C.C 11.Y.V 11.A.V 11.5.T	1.6 3.0 3.0 1.0	0
#
1928	many	Wang2006a	tɕiɯ55	?	?	Tuoluo	t͡ɕiɯ₅₅	many	987	CVT	t͡ɕ i ɯ ₅₅	2 7 7 8	AXYT	CII5	14	14.C.C 14.I.V 14.I.V 14.5.T	1.6 3.0 3.0 1.0	0
1929	many	Wang2006a	ti55	?	?	Gongxing	ti₅₅	many	987	CVT	t i ₅₅	1 7 8	AXT	TI5	5	5.T.C 5.I.V 5.5.T	1.6 3.0 1.0	0
1930	many	Wang2006a	ti24	?	?	Enqi	ti₂₄	many	987	CVT	t i ₂₄	1 7 8	AXT	TI2	3	3.T.C 3.I.V 3.2.T	1.6 3.0 1.0	0
1931	many	Wang2006a	ti55	?	?	Ega	ti₅₅	many	987	CVT	t i ₅₅	1 7 8	AXT	TI5	2	2.T.C 2.I.V 2.5.T	1.6 3.0 1.0	0
1932	many	Wang2006a	ti55	?	?	Jinman	ti₅₅	many	987	CVT	t i ₅₅	1 7 8	AXT	TI5	8	8.T.C 8.I.V 8.5.T	1.6 3.0 1.0	0
1933	many	Wang2006a	tɕi55	?	?	Jinxing	t͡ɕi₅₅	many	987	CVT	t͡ɕ i ₅₅	2 7 8	AXT	CI5	9	9.C.C 9.I.V 9.5.T	1.6 3.0 1.0	0
1934	many	Wang2006a	tɕi35	?	?	Dashi	t͡ɕi₃₅	many	987	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	1	1.C.C 1.I.V 1.2.T	1.6 3.0 1.0	0
1935	many	Wang2006a	tɕi35	?	?	Zhoucheng	t͡ɕi₃₅	many	987	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	17	17.C.C 17.I.V 17.2.T	1.6 3.0 1.0	0
1936	many	Wang2006a	ti55	?	?	Mazhelong	ti₅₅	many	987	CVT	t i ₅₅	1 7 8	AXT	TI5	12	12.T.C 12.I.V 12.5.T	1.6 3.0 1.0	0
1937	much,many	Allen2007	tɕi55	?	多	Jianchuan	t͡ɕi₅₅	many	398	CVT	t͡ɕ i ₅₅	2 7 8	AXT	CI5	7	7.C.C 7.I.V 7.5.T	1.6 3.0 1.0	0
1938	much,many	Allen2007	tɕi35	?	多	Eryuan	t͡ɕi₃₅	many	398	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	4	4.C.C 4.I.V 4.2.T	1.6 3.0 1.0	0
1939	much,many	Allen2007	tɕi55	?	多	Heqi	t͡ɕi₅₅	many	398	CVT	t͡ɕ i ₅₅	2 7 8	AXT	CI5	6	6.C.C 6.I.V 6.5.T	1.6 3.0 1.0	0
1940	much,many	Allen2007	tɕi55	?	多	Lanping	t͡ɕi₅₅	many	398	CVT	t͡ɕ i ₅₅	2 7 8	AXT	CI5	10	10.C.C 10.I.V 10.5.T	1.6 3.0 1.0	0
1941	much,many	Allen2007	tɕi35	?	多	Qiliqiao	t͡ɕi₃₅	many	398	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	13	13.C.C 13.I.V 13.2.T	1.6 3.0 1.0	0
1942	much,many	Allen2007	tɕi35	?	多	Yunlong	t͡ɕi₃₅	many	398	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	16	16.C.C 16.I.V 16.2.T	1.6 3.0 1.0	0
1943	much,many	Allen2007	tɕi35	?	多	Xiangyun	t͡ɕi₃₅	many	398	CVT	t͡ɕ i ₃₅	2 7 8	AXT	CI2	15	15.C.C 15.I.V 15.2.T	1.6 3.0 1.0	0
